character_id,npc_id,timestamp,value
29,231,2022-08-28T20,Bought From
304,213,2021-06-15T14,Bought From
27,187,2021-01-02T07,Sold To
267,50,2021-12-06T01,Talked
97,359,2021-12-07T03,Bought From
39,215,2021-02-28T04,Talked
34,245,2022-01-18T22,Fought
278,220,2021-02-20T11,Bought From
313,198,2022-05-08T08,Bought From
155,273,2022-07-14T07,Fought
186,39,2021-07-06T02,Ignored
59,67,2022-06-07T04,Bought From
84,338,2022-01-22T02,Fought
37,115,2021-04-16T07,Ignored
27,323,2021-05-21T04,Fought
299,259,2022-09-06T21,Ignored
111,298,2022-09-23T12,Fought
140,89,2021-10-26T08,Sold To
352,344,2022-08-21T14,Talked
91,320,2021-03-30T19,Sold To
252,229,2023-01-17T12,Ignored
143,127,2022-05-19T05,Sold To
94,63,2022-06-20T21,Ignored
70,127,2023-02-01T16,Talked
180,162,2021-02-17T20,Ignored
84,24,2022-12-19T04,Bought From
190,254,2022-11-17T12,Fought
28,143,2023-02-10T08,Talked
167,36,2021-01-11T21,Fought
319,323,2021-06-14T15,Bought From
82,296,2022-04-16T13,Sold To
44,93,2021-02-21T00,Talked
291,273,2023-06-28T04,Bought From
225,158,2023-04-26T09,Fought
329,224,2022-07-09T08,Talked
78,301,2023-08-05T12,Fought
356,256,2023-05-14T18,Bought From
82,205,2021-07-29T14,Fought
27,73,2022-02-04T16,Fought
247,277,2022-04-26T20,Talked
369,287,2021-03-04T09,Fought
260,221,2023-01-21T07,Bought From
346,382,2023-02-24T13,Bought From
364,340,2022-09-30T23,Sold To
253,231,2022-02-16T22,Ignored
242,154,2023-01-30T14,Fought
201,231,2023-02-18T03,Talked
260,249,2021-07-05T07,Fought
78,386,2021-02-19T22,Talked
187,313,2021-07-05T19,Talked
162,63,2021-12-01T04,Talked
304,132,2022-01-15T23,Ignored
212,280,2022-08-31T13,Bought From
6,367,2022-02-26T14,Ignored
232,362,2021-11-13T14,Fought
19,26,2021-02-01T00,Talked
56,212,2021-12-05T04,Bought From
12,193,2022-04-08T11,Sold To
349,234,2022-03-10T14,Bought From
41,336,2023-05-10T08,Talked
226,36,2022-12-01T02,Sold To
327,265,2021-06-12T22,Talked
106,217,2022-07-31T07,Bought From
196,165,2021-03-15T11,Fought
5,313,2021-03-10T23,Bought From
377,320,2021-07-08T20,Sold To
84,265,2021-09-17T08,Sold To
274,135,2021-11-10T06,Fought
12,384,2021-06-28T18,Bought From
229,370,2021-01-10T17,Sold To
120,204,2022-04-15T16,Ignored
225,305,2021-04-22T21,Fought
198,15,2021-11-03T11,Talked
41,178,2022-07-11T13,Bought From
186,242,2021-04-14T10,Ignored
179,259,2023-01-03T14,Bought From
5,187,2021-02-27T18,Ignored
360,226,2021-04-17T09,Ignored
253,203,2023-07-13T01,Fought
110,305,2023-08-17T06,Talked
285,261,2022-08-12T13,Fought
140,326,2022-03-24T11,Ignored
80,226,2021-05-21T05,Fought
349,355,2021-08-15T10,Talked
179,339,2021-11-01T18,Fought
340,254,2023-08-05T06,Fought
21,63,2022-02-07T23,Ignored
278,347,2023-09-03T22,Sold To
45,98,2023-05-06T02,Sold To
259,367,2023-01-01T01,Fought
84,19,2022-07-04T23,Fought
186,75,2023-03-17T18,Sold To
162,344,2021-03-31T08,Fought
164,235,2022-10-27T14,Bought From
41,380,2021-06-16T08,Bought From
106,217,2023-01-02T22,Fought
267,130,2022-01-30T02,Bought From
28,384,2021-08-12T14,Fought
283,333,2022-04-08T17,Bought From
371,305,2023-04-22T09,Talked
10,75,2022-01-27T23,Sold To
362,265,2021-09-25T16,Ignored
304,112,2021-09-14T01,Ignored
109,17,2021-12-09T21,Talked
296,323,2023-06-06T06,Talked
90,211,2022-03-20T02,Fought
26,308,2022-06-03T07,Sold To
41,8,2021-07-06T19,Fought
27,239,2023-05-02T07,Fought
109,320,2021-02-21T11,Ignored
21,8,2022-10-19T20,Bought From
346,42,2021-06-04T22,Fought
242,277,2022-02-22T10,Talked
285,12,2022-08-30T13,Bought From
117,226,2022-12-05T00,Fought
373,187,2022-03-30T04,Bought From
247,320,2021-07-03T03,Sold To
242,386,2022-03-13T15,Ignored
96,53,2021-08-06T04,Talked
106,297,2022-02-15T05,Sold To
151,356,2021-09-04T22,Bought From
272,196,2021-09-06T00,Ignored
216,245,2022-12-16T10,Fought
159,14,2022-02-09T02,Sold To
219,150,2023-03-13T21,Fought
74,229,2021-02-22T22,Bought From
170,328,2021-08-25T16,Fought
341,180,2021-07-17T06,Sold To
37,351,2021-05-28T06,Fought
117,304,2023-06-23T06,Fought
181,139,2021-04-09T11,Fought
262,359,2023-04-07T09,Fought
355,81,2022-12-22T16,Ignored
259,173,2022-10-02T20,Bought From
322,67,2021-06-14T15,Ignored
257,229,2021-10-13T03,Talked
130,292,2023-06-04T00,Ignored
256,261,2021-02-24T23,Fought
187,91,2022-10-23T01,Ignored
107,208,2021-06-16T11,Ignored
94,281,2022-05-07T07,Fought
68,274,2021-05-08T21,Ignored
231,36,2022-09-25T01,Talked
193,311,2023-09-07T09,Fought
319,313,2022-11-26T03,Fought
291,186,2021-05-02T09,Sold To
288,292,2021-02-06T00,Sold To
337,208,2023-07-09T11,Bought From
76,8,2022-10-01T05,Sold To
334,172,2022-11-12T08,Bought From
74,193,2022-11-08T13,Bought From
179,50,2021-05-21T08,Sold To
302,287,2021-02-27T10,Talked
106,190,2021-05-18T08,Ignored
190,380,2022-05-16T22,Talked
291,155,2022-03-14T06,Fought
84,14,2022-08-02T07,Sold To
141,382,2021-08-28T10,Fought
379,145,2022-12-28T00,Bought From
315,62,2023-03-15T00,Fought
167,328,2023-05-08T03,Fought
151,123,2021-03-08T05,Ignored
367,63,2023-05-03T16,Sold To
49,187,2022-01-22T17,Sold To
188,206,2021-09-07T12,Talked
213,1,2023-08-23T02,Bought From
232,178,2022-10-23T17,Fought
329,281,2022-03-28T15,Fought
247,149,2023-01-03T10,Talked
333,14,2021-09-22T23,Ignored
30,220,2022-05-23T22,Bought From
209,73,2022-02-02T16,Ignored
73,109,2023-03-16T12,Bought From
190,301,2022-03-09T03,Bought From
260,259,2021-04-22T00,Talked
231,270,2021-10-16T11,Bought From
3,323,2022-03-05T02,Ignored
219,73,2022-07-19T09,Bought From
225,386,2023-02-27T16,Ignored
3,252,2022-05-07T22,Bought From
30,48,2022-05-01T23,Fought
355,270,2023-06-19T00,Talked
60,183,2021-09-06T14,Sold To
231,338,2021-11-22T12,Fought
283,145,2022-02-28T20,Sold To
252,172,2021-08-15T15,Talked
209,182,2021-03-27T22,Sold To
124,11,2022-06-21T07,Talked
107,248,2022-04-24T03,Talked
78,249,2022-05-29T13,Fought
325,78,2021-03-25T15,Ignored
242,256,2021-11-19T18,Talked
234,75,2022-06-03T09,Talked
32,117,2022-11-30T23,Fought
272,100,2022-11-04T13,Ignored
134,340,2021-12-20T22,Sold To
121,362,2023-07-07T22,Ignored
291,356,2021-12-16T23,Talked
19,277,2022-02-12T15,Fought
39,151,2023-04-19T08,Sold To
59,142,2022-01-03T15,Bought From
32,81,2021-02-09T14,Talked
375,175,2022-02-09T19,Sold To
345,75,2022-12-08T10,Fought
116,344,2021-10-10T01,Ignored
239,261,2021-06-09T05,Bought From
82,270,2023-08-24T06,Sold To
9,30,2021-04-27T13,Talked
337,211,2021-11-28T22,Sold To
156,384,2023-02-11T18,Talked
170,208,2023-06-27T20,Sold To
106,333,2023-01-21T10,Talked
59,31,2023-08-25T11,Ignored
318,382,2023-09-08T16,Bought From
140,39,2023-03-08T19,Bought From
9,135,2022-04-12T18,Fought
16,308,2021-01-22T20,Talked
231,256,2021-05-07T17,Bought From
329,115,2023-05-16T22,Bought From
37,165,2022-09-01T13,Fought
360,254,2022-03-21T07,Sold To
268,17,2021-02-21T21,Ignored
338,229,2023-02-24T15,Talked
12,338,2021-06-14T12,Bought From
141,49,2023-07-02T04,Bought From
349,53,2022-06-12T01,Talked
24,284,2023-02-15T21,Ignored
32,271,2022-12-04T05,Sold To
346,18,2021-08-01T12,Sold To
317,63,2021-07-13T10,Fought
124,380,2021-09-08T23,Ignored
105,362,2021-02-25T01,Sold To
188,124,2023-08-03T23,Sold To
109,281,2022-01-25T16,Ignored
326,166,2023-07-02T18,Bought From
86,323,2023-04-07T01,Talked
143,89,2022-05-18T09,Bought From
49,308,2021-05-20T08,Bought From
125,226,2023-04-19T04,Ignored
333,229,2023-07-20T23,Sold To
86,339,2023-01-07T00,Bought From
154,31,2022-04-30T23,Fought
56,380,2022-02-12T11,Ignored
349,24,2021-01-11T19,Talked
356,338,2022-05-03T20,Ignored
362,308,2022-11-21T08,Bought From
44,352,2022-10-02T11,Ignored
164,123,2023-08-26T09,Fought
3,187,2021-12-13T04,Sold To
340,63,2022-11-29T04,Fought
3,112,2021-05-18T02,Sold To
338,287,2022-04-21T22,Bought From
315,289,2022-05-13T05,Talked
344,220,2022-07-07T23,Ignored
26,165,2023-08-25T21,Bought From
111,293,2021-08-24T23,Bought From
262,36,2023-01-29T03,Talked
278,274,2023-04-20T09,Fought
41,31,2022-11-22T14,Ignored
364,355,2022-04-04T22,Bought From
244,239,2022-11-08T22,Talked
232,236,2021-10-26T12,Talked
340,93,2023-07-17T09,Bought From
357,205,2021-10-01T05,Ignored
198,347,2023-02-15T07,Ignored
110,273,2022-01-23T07,Talked
216,271,2021-10-05T04,Fought
63,70,2023-06-25T10,Talked
381,206,2022-04-03T20,Bought From
328,293,2022-01-02T16,Ignored
247,351,2021-06-12T08,Bought From
156,245,2021-01-13T15,Ignored
76,342,2022-04-04T01,Bought From
216,120,2021-11-28T04,Fought
296,136,2023-01-17T18,Fought
193,273,2021-05-09T19,Ignored
166,211,2022-03-18T18,Sold To
97,348,2021-01-12T01,Bought From
156,136,2023-05-26T09,Bought From
337,143,2021-03-10T19,Sold To
116,205,2021-02-02T05,Bought From
49,273,2022-07-20T03,Bought From
137,239,2022-12-16T13,Talked
358,370,2023-02-06T04,Ignored
364,297,2023-06-27T12,Sold To
56,100,2022-06-08T05,Bought From
16,82,2022-11-21T04,Talked
260,271,2021-03-16T17,Talked
234,29,2021-01-29T07,Sold To
167,108,2021-08-14T04,Fought
109,6,2022-03-28T08,Ignored
179,284,2023-04-11T21,Bought From
91,53,2021-01-04T12,Bought From
28,51,2023-07-05T13,Sold To
346,17,2022-03-18T13,Ignored
130,359,2023-08-06T03,Ignored
3,15,2021-06-14T01,Ignored
262,166,2022-10-28T12,Bought From
272,373,2022-09-04T07,Sold To
341,187,2023-02-12T11,Sold To
306,95,2022-12-11T00,Sold To
357,337,2023-01-13T20,Sold To
146,17,2021-06-25T03,Sold To
360,26,2022-09-07T15,Fought
59,281,2022-11-21T02,Bought From
44,22,2022-11-14T14,Ignored
74,41,2022-04-03T10,Ignored
68,226,2022-04-01T15,Fought
198,367,2021-04-04T05,Bought From
63,333,2023-04-11T02,Talked
326,130,2021-12-12T03,Ignored
134,178,2021-01-04T18,Fought
379,296,2022-03-29T00,Bought From
326,83,2022-06-25T12,Talked
44,246,2023-06-21T22,Bought From
12,34,2021-03-14T18,Sold To
58,270,2021-07-29T18,Fought
149,112,2022-07-23T11,Fought
121,61,2022-07-13T22,Sold To
193,236,2021-04-18T09,Talked
187,287,2022-07-21T11,Sold To
94,103,2021-05-28T13,Fought
9,292,2021-08-23T13,Talked
267,277,2021-03-05T17,Talked
256,30,2022-07-16T01,Sold To
134,49,2022-08-13T10,Talked
252,100,2021-07-17T15,Ignored
364,172,2021-07-17T09,Sold To
44,67,2023-08-18T08,Ignored
277,226,2021-02-17T05,Talked
346,82,2022-02-01T16,Sold To
167,60,2023-01-16T18,Talked
328,63,2021-06-16T20,Bought From
263,182,2021-01-26T09,Fought
90,342,2022-02-21T22,Talked
187,106,2021-09-09T18,Sold To
367,277,2022-06-11T22,Bought From
143,252,2023-08-20T09,Talked
80,103,2023-06-26T10,Bought From
344,317,2023-03-14T20,Talked
325,172,2023-03-27T12,Sold To
97,154,2022-04-09T21,Fought
349,41,2021-10-14T16,Ignored
49,376,2023-02-22T21,Fought
231,236,2022-06-10T12,Bought From
6,373,2022-08-25T10,Ignored
367,206,2022-03-17T02,Ignored
293,212,2022-10-03T15,Sold To
143,246,2022-01-19T22,Talked
338,359,2022-05-25T08,Talked
66,229,2023-03-16T12,Sold To
358,43,2022-09-05T16,Talked
179,356,2023-06-01T05,Bought From
356,204,2021-06-05T11,Bought From
133,178,2021-06-02T11,Talked
149,50,2023-06-14T23,Talked
158,242,2021-11-27T11,Fought
288,342,2022-03-05T17,Bought From
181,158,2021-06-14T01,Bought From
319,217,2021-03-12T10,Ignored
167,24,2023-05-11T03,Ignored
166,64,2021-02-04T01,Fought
334,342,2023-03-15T18,Sold To
325,326,2023-03-14T23,Ignored
5,169,2022-07-19T04,Talked
44,302,2021-06-14T11,Sold To
344,172,2022-07-02T15,Fought
333,73,2022-08-11T23,Sold To
3,19,2021-04-14T07,Fought
130,148,2021-09-05T22,Sold To
213,149,2021-02-23T02,Bought From
170,220,2021-11-21T11,Bought From
130,206,2022-02-16T14,Bought From
293,347,2021-05-13T10,Talked
84,125,2022-06-20T07,Talked
369,320,2023-05-31T05,Sold To
304,120,2023-08-08T10,Sold To
228,49,2021-02-05T14,Fought
274,352,2021-06-25T09,Fought
306,336,2023-06-06T02,Ignored
41,287,2022-09-15T10,Sold To
327,34,2021-12-29T08,Talked
44,14,2021-11-06T17,Bought From
225,261,2023-08-05T08,Bought From
375,166,2022-01-24T08,Ignored
125,100,2022-10-03T01,Sold To
319,203,2021-11-13T19,Bought From
291,63,2021-04-12T06,Sold To
9,229,2022-06-13T17,Ignored
373,382,2022-10-08T15,Bought From
362,229,2021-04-11T20,Sold To
265,41,2022-08-31T18,Bought From
52,175,2021-04-14T04,Fought
124,48,2023-06-21T05,Sold To
166,236,2022-11-12T06,Fought
105,48,2021-01-02T12,Talked
27,106,2021-01-15T07,Fought
34,98,2022-05-29T04,Fought
225,67,2021-01-08T10,Ignored
158,348,2023-02-27T08,Bought From
222,162,2022-09-17T16,Talked
326,180,2022-10-30T12,Bought From
170,136,2021-08-21T19,Bought From
173,127,2023-08-19T10,Bought From
180,339,2022-11-05T18,Bought From
206,186,2022-08-11T02,Fought
143,235,2023-08-04T21,Fought
59,75,2023-08-06T06,Sold To
63,289,2022-11-29T01,Sold To
115,19,2022-10-26T07,Sold To
213,215,2022-05-24T18,Fought
120,187,2023-09-05T11,Ignored
346,203,2022-09-26T19,Ignored
24,73,2023-07-25T03,Bought From
358,72,2023-06-09T08,Ignored
310,347,2022-12-03T03,Fought
309,165,2022-10-27T07,Bought From
206,145,2022-06-17T23,Talked
141,323,2021-03-02T00,Talked
228,235,2023-07-18T13,Fought
313,154,2022-06-05T02,Sold To
30,165,2023-07-15T02,Sold To
179,103,2023-04-11T10,Fought
156,252,2021-03-13T21,Fought
166,95,2022-01-31T00,Sold To
140,46,2022-06-24T06,Ignored
60,260,2023-06-09T02,Bought From
24,311,2021-09-20T05,Fought
318,26,2022-11-13T02,Bought From
229,16,2021-10-19T19,Ignored
179,39,2023-04-20T15,Fought
206,186,2021-09-18T20,Ignored
379,293,2022-03-12T19,Bought From
173,386,2023-06-13T01,Sold To
159,63,2021-07-11T10,Talked
285,211,2022-11-24T16,Talked
44,252,2022-06-25T04,Sold To
117,352,2022-06-22T23,Ignored
340,182,2021-11-25T23,Sold To
86,60,2022-02-15T20,Sold To
58,186,2023-01-01T15,Bought From
78,370,2021-03-14T06,Fought
187,175,2022-10-31T12,Fought
367,265,2022-04-17T13,Sold To
369,178,2021-02-09T18,Sold To
291,49,2021-03-03T00,Ignored
90,211,2023-09-07T14,Sold To
156,3,2022-08-16T01,Sold To
66,81,2023-02-28T08,Sold To
242,158,2023-08-09T23,Bought From
5,301,2022-06-25T08,Ignored
212,320,2022-08-01T19,Bought From
15,305,2023-01-18T05,Ignored
21,220,2022-12-28T02,Talked
116,117,2023-05-26T00,Bought From
216,26,2022-09-14T07,Talked
172,175,2023-04-22T14,Fought
180,308,2021-04-09T14,Sold To
329,17,2021-04-14T15,Sold To
364,135,2022-07-27T00,Sold To
299,208,2023-01-04T19,Talked
222,273,2022-05-08T21,Talked
82,277,2023-01-13T18,Talked
296,271,2021-02-13T07,Fought
47,338,2022-01-13T00,Ignored
338,236,2023-01-29T21,Bought From
193,24,2023-02-04T08,Bought From
265,36,2023-02-18T03,Sold To
100,277,2021-10-17T19,Fought
187,176,2022-05-02T22,Fought
41,39,2021-08-01T16,Sold To
91,41,2023-07-09T04,Fought
346,304,2021-01-26T02,Sold To
66,183,2023-03-06T15,Ignored
213,212,2022-01-20T21,Sold To
175,351,2023-04-03T14,Ignored
355,256,2022-04-19T10,Ignored
78,135,2021-08-05T03,Fought
110,39,2023-01-22T14,Talked
73,48,2021-10-15T04,Sold To
172,344,2023-01-31T07,Bought From
319,293,2021-09-19T05,Talked
322,81,2021-12-11T14,Sold To
375,158,2023-03-12T05,Sold To
345,29,2021-09-11T07,Bought From
29,217,2021-02-10T22,Sold To
267,135,2023-05-14T05,Fought
183,150,2021-04-02T20,Ignored
10,136,2021-06-02T05,Sold To
237,226,2023-08-20T04,Bought From
346,217,2022-09-02T22,Bought From
232,271,2022-02-18T16,Sold To
206,83,2022-07-13T03,Talked
369,124,2022-08-30T08,Sold To
164,91,2023-03-27T12,Ignored
328,281,2021-03-22T13,Ignored
90,271,2021-02-18T02,Sold To
381,270,2021-01-24T10,Bought From
255,337,2021-05-18T23,Ignored
213,293,2023-07-11T21,Fought
209,132,2023-07-31T21,Talked
255,254,2021-06-12T16,Fought
137,3,2022-04-16T12,Sold To
263,16,2023-03-27T05,Bought From
360,136,2021-10-07T04,Fought
187,239,2023-05-13T12,Fought
59,95,2023-01-05T18,Talked
226,213,2022-03-03T22,Bought From
78,304,2021-05-24T00,Ignored
325,165,2023-01-23T00,Ignored
124,208,2021-09-23T03,Ignored
270,8,2023-01-15T10,Sold To
29,70,2021-03-17T07,Talked
355,298,2021-03-05T11,Fought
216,196,2022-06-12T18,Sold To
201,376,2021-03-10T23,Fought
367,326,2022-10-30T05,Fought
315,204,2021-05-06T10,Ignored
352,246,2023-01-13T08,Fought
39,224,2022-05-26T20,Fought
237,135,2021-06-16T10,Fought
134,160,2021-04-02T03,Ignored
140,308,2021-07-26T01,Ignored
317,339,2021-04-03T09,Sold To
164,151,2021-08-17T17,Ignored
188,169,2021-11-30T13,Fought
373,235,2021-10-07T10,Sold To
209,108,2021-08-25T13,Talked
315,187,2023-05-13T03,Ignored
107,313,2022-12-12T18,Ignored
151,17,2022-10-11T17,Bought From
379,200,2022-07-19T13,Fought
291,160,2021-09-14T00,Ignored
257,187,2023-05-06T00,Bought From
96,15,2021-06-01T15,Bought From
26,256,2023-04-07T08,Ignored
252,306,2021-06-12T04,Talked
26,155,2022-09-17T22,Ignored
322,200,2023-03-02T09,Talked
125,226,2021-05-29T13,Talked
141,289,2021-10-20T16,Fought
63,367,2021-10-31T18,Ignored
162,64,2023-01-11T21,Sold To
306,61,2021-08-27T08,Sold To
91,298,2023-03-14T22,Sold To
357,351,2021-05-15T07,Bought From
272,301,2023-04-19T22,Sold To
201,35,2022-09-30T07,Sold To
41,175,2021-10-27T02,Ignored
96,221,2022-04-10T13,Fought
146,376,2022-01-12T16,Ignored
180,221,2021-07-03T05,Sold To
183,3,2023-03-28T19,Ignored
154,198,2022-12-05T19,Ignored
356,311,2022-07-29T08,Ignored
375,252,2021-10-30T08,Fought
68,311,2022-03-11T19,Fought
70,292,2023-07-19T01,Bought From
285,362,2022-02-25T09,Fought
134,60,2023-05-25T21,Talked
362,203,2021-06-03T23,Sold To
140,317,2021-08-27T11,Fought
226,304,2023-02-08T14,Bought From
219,265,2022-08-19T12,Sold To
107,245,2021-08-03T09,Fought
91,160,2022-08-19T01,Fought
345,183,2021-09-18T16,Sold To
24,139,2022-01-26T20,Sold To
172,124,2022-07-05T09,Ignored
291,155,2021-09-14T01,Sold To
190,78,2023-01-30T07,Ignored
263,83,2022-02-06T08,Bought From
163,62,2022-04-14T16,Sold To
237,382,2022-09-21T01,Talked
352,24,2023-04-05T06,Fought
90,91,2022-07-20T09,Talked
188,51,2021-01-06T15,Ignored
249,150,2021-03-29T20,Sold To
367,186,2022-12-13T11,Sold To
360,109,2022-11-25T02,Talked
288,98,2021-04-19T12,Talked
280,73,2022-10-29T14,Fought
121,149,2021-01-30T03,Fought
328,166,2023-07-29T08,Ignored
106,16,2023-05-01T20,Sold To
328,277,2023-07-10T13,Bought From
89,231,2021-02-14T09,Ignored
325,246,2022-05-17T20,Bought From
272,273,2022-04-05T04,Fought
309,386,2022-05-21T17,Ignored
164,273,2021-05-28T12,Fought
288,67,2021-08-15T17,Talked
180,261,2021-06-19T04,Fought
100,220,2022-11-24T08,Talked
32,234,2023-04-05T09,Fought
24,158,2022-02-19T16,Sold To
30,130,2023-05-27T07,Fought
196,380,2021-09-06T05,Bought From
212,93,2022-12-26T18,Bought From
288,204,2023-07-19T01,Ignored
302,305,2023-08-11T10,Fought
49,246,2022-07-15T07,Sold To
381,41,2022-07-10T14,Bought From
317,130,2022-07-29T07,Talked
181,377,2021-04-15T07,Bought From
154,200,2021-07-14T12,Sold To
100,143,2021-01-29T22,Talked
249,162,2023-06-23T16,Sold To
105,335,2021-12-25T00,Fought
356,280,2023-04-18T13,Ignored
364,198,2022-06-26T10,Bought From
56,15,2022-11-28T13,Sold To
369,3,2022-03-28T21,Bought From
263,271,2022-06-02T16,Sold To
328,166,2021-04-30T20,Fought
29,16,2021-06-17T06,Bought From
52,35,2022-02-12T21,Bought From
45,112,2023-09-06T15,Fought
219,82,2023-06-14T10,Bought From
146,256,2022-09-17T00,Talked
206,289,2022-04-21T10,Fought
285,53,2021-05-19T20,Fought
89,205,2022-10-09T20,Sold To
151,30,2022-02-19T04,Bought From
78,196,2021-12-27T09,Fought
371,115,2021-11-30T13,Bought From
257,49,2021-08-18T16,Sold To
105,273,2022-09-22T13,Bought From
219,280,2022-08-31T13,Ignored
190,203,2022-04-26T08,Ignored
360,252,2021-03-04T17,Bought From
106,8,2022-08-01T07,Sold To
63,340,2023-07-29T02,Ignored
111,120,2022-05-06T06,Bought From
213,270,2022-12-16T02,Sold To
180,43,2021-06-24T11,Ignored
121,365,2021-08-08T02,Talked
322,342,2022-09-13T21,Sold To
225,203,2022-10-07T08,Fought
159,339,2021-12-22T11,Talked
167,61,2021-05-10T15,Ignored
125,305,2021-10-05T12,Bought From
89,254,2021-06-02T12,Ignored
259,165,2021-12-08T04,Bought From
149,384,2022-07-18T02,Talked
357,165,2022-07-22T13,Bought From
186,335,2022-07-16T16,Ignored
112,204,2023-07-28T00,Sold To
159,359,2021-04-08T09,Fought
274,148,2023-03-09T07,Bought From
345,213,2022-04-29T20,Fought
47,58,2022-11-30T07,Sold To
177,328,2022-07-10T08,Fought
68,178,2021-02-14T09,Talked
102,117,2022-07-07T20,Bought From
285,98,2023-07-13T15,Ignored
30,142,2021-10-26T21,Ignored
362,6,2023-03-10T19,Talked
327,235,2022-05-26T16,Bought From
34,36,2021-05-14T19,Bought From
357,12,2022-04-23T18,Talked
173,11,2021-03-08T05,Fought
91,284,2023-08-05T18,Fought
143,265,2023-03-31T23,Sold To
125,356,2022-05-24T20,Talked
212,308,2022-09-18T18,Talked
49,43,2023-04-26T00,Talked
381,108,2021-09-14T05,Sold To
117,306,2023-04-07T23,Ignored
249,338,2021-02-12T11,Talked
237,151,2022-01-01T15,Bought From
352,165,2022-12-02T03,Sold To
349,308,2022-04-01T09,Ignored
140,248,2022-02-04T21,Bought From
177,14,2021-11-13T02,Fought
47,348,2021-08-16T22,Ignored
309,234,2021-12-26T12,Sold To
100,136,2021-08-25T15,Fought
47,145,2022-06-17T22,Sold To
381,221,2022-06-06T01,Fought
105,259,2022-04-06T04,Sold To
268,127,2021-11-26T21,Talked
329,271,2022-12-21T03,Talked
329,287,2021-04-04T03,Fought
315,17,2022-04-28T11,Talked
187,365,2022-01-18T05,Ignored
225,11,2021-06-23T08,Sold To
6,158,2021-05-01T07,Fought
74,55,2022-06-13T16,Sold To
89,356,2021-10-04T07,Sold To
193,82,2021-08-27T12,Fought
317,136,2021-07-19T06,Bought From
255,217,2021-02-09T06,Talked
310,277,2021-11-09T19,Fought
30,81,2023-07-20T02,Sold To
340,30,2023-08-23T07,Ignored
139,166,2021-02-03T00,Sold To
63,205,2021-06-17T16,Fought
151,229,2023-05-29T05,Talked
319,370,2021-10-04T06,Fought
296,112,2021-01-04T08,Bought From
170,265,2023-02-09T22,Ignored
326,58,2022-06-28T19,Fought
15,213,2021-10-16T06,Sold To
109,91,2021-01-14T07,Ignored
379,106,2022-09-21T16,Talked
310,280,2021-04-17T17,Sold To
60,239,2022-10-26T14,Sold To
329,315,2021-04-13T06,Ignored
32,58,2021-08-15T05,Talked
377,333,2022-01-13T13,Talked
134,330,2021-02-03T12,Fought
196,106,2021-02-03T21,Ignored
116,36,2021-09-14T23,Sold To
137,289,2021-09-03T14,Bought From
66,221,2021-09-14T22,Ignored
304,198,2023-03-30T15,Talked
346,48,2022-02-19T21,Talked
213,24,2021-03-23T01,Ignored
381,26,2023-04-07T01,Fought
172,262,2023-04-01T17,Bought From
120,211,2022-06-27T01,Fought
369,268,2023-08-04T09,Bought From
82,340,2021-08-26T09,Talked
159,175,2022-08-17T22,Ignored
166,242,2023-04-18T22,Bought From
329,16,2021-06-08T08,Talked
277,362,2021-05-05T20,Bought From
329,367,2021-11-23T13,Ignored
94,51,2022-09-08T01,Ignored
68,336,2021-06-09T10,Sold To
277,93,2021-08-13T14,Fought
30,248,2021-10-21T09,Fought
158,205,2021-04-27T07,Bought From
155,273,2021-03-17T02,Fought
212,236,2021-09-14T15,Ignored
332,386,2023-06-18T10,Bought From
70,176,2021-09-26T15,Talked
49,42,2023-01-18T09,Ignored
181,127,2023-08-08T03,Sold To
111,206,2021-11-10T21,Bought From
201,91,2021-02-25T03,Talked
82,245,2022-09-21T07,Ignored
111,333,2021-11-27T19,Fought
338,224,2021-04-17T14,Sold To
141,333,2021-09-09T20,Fought
156,308,2023-01-30T08,Fought
349,108,2021-04-24T21,Fought
337,135,2021-08-24T12,Talked
183,158,2022-03-10T21,Fought
267,18,2023-08-13T22,Ignored
234,277,2023-06-11T18,Ignored
239,176,2023-04-19T12,Bought From
260,6,2022-01-21T17,Talked
325,254,2023-07-14T23,Bought From
166,36,2021-12-19T21,Ignored
232,317,2021-02-10T09,Sold To
156,235,2023-04-10T15,Sold To
362,206,2022-02-02T14,Sold To
209,213,2023-05-20T12,Talked
229,224,2023-03-17T08,Bought From
19,41,2021-03-17T11,Talked
53,42,2022-08-03T01,Sold To
364,305,2021-12-28T13,Ignored
124,14,2023-06-27T11,Sold To
285,297,2023-04-15T01,Sold To
293,203,2021-11-05T04,Bought From
317,81,2021-12-29T12,Fought
270,308,2022-01-30T23,Sold To
309,351,2021-08-02T00,Sold To
107,340,2021-08-21T23,Bought From
100,124,2021-01-06T04,Bought From
115,277,2021-08-03T17,Ignored
213,280,2022-01-13T00,Talked
134,106,2023-06-23T18,Talked
155,14,2023-05-21T09,Fought
29,262,2023-05-21T17,Ignored
216,190,2022-04-19T22,Sold To
319,24,2022-11-04T18,Fought
268,17,2022-10-20T04,Bought From
21,283,2023-06-14T00,Sold To
325,36,2022-01-24T23,Bought From
255,117,2023-02-27T02,Sold To
356,8,2022-10-27T03,Talked
162,135,2021-09-13T22,Talked
68,165,2021-12-13T22,Ignored
216,305,2023-07-22T14,Sold To
270,30,2023-04-06T04,Sold To
112,173,2022-07-11T10,Fought
19,140,2021-10-14T21,Fought
362,367,2021-12-05T01,Talked
37,313,2021-11-07T20,Talked
288,273,2023-03-22T04,Bought From
125,166,2022-09-11T21,Fought
